2843 29 00;22199-08-2;[4-amino-N-(pyrimidin-2(1H)-ylidene-κN 1)benzenesulfonamidato-κO]silver
2939 79 00;220997-99-9;(5R)-9-chloro-5-ethyl-5-hydroxy-10-methyl-12-[(4-methylpiperidin-1-yl)methyl]-1,4,5,13-tetrahydro-3H,15H-oxepino[3′,4′:6,7]indolizino[1,2-b]quinoline-3,15-dione hydrochloride
2940 00 00;50-69-1;D-ribose
2940 00 00;533-67-5;2-deoxy-D-erythropentose
2940 00 00;604-69-3;1,2,3,4,6-penta-O-acetyl-β-D-glucopyranose
2940 00 00;4132-28-9;2,3,4,6-tetra-O-benzyl-D-glucose
2940 00 00;6564-72-3;2,3,4,6-tetra-O-benzyl-D-glucopyranose
2940 00 00;13035-61-5;1,2,3,5-tetraacetyl-beta-D-ribofuranose
2940 00 00;24259-59-4;L-ribose
2940 00 00;80312-55-6;2,3,4,6-tetra-O-benzyl-1-O-(trimethylsilyl)-beta-D-glucose
2940 00 00;141256-04-4;1-(28-{O-D-apio-beta-D-furanosyl-(1,3)-O-beta-D-xylopyranosyl-(1,4)-O-6-deoxy-alpha-L-mannopyranosyl)-(1,2)-4-O-[5-(5-alpha-L-arabinofuranosyloxy-3-hydroxy-6-methyloctanoyloxy)-3-hydroxy-6-methyloctanoyl]-6-deoxy-beta-D-galactopyranosyloxy}-16-alpha-hydroxy-23-beta,28-dioxoolean-12-en-3-beta-yl)-O-beta-D-galactopyranosyl-(1,2)-O-beta-D-xylopyranosyl-(1,3)-beta-D-glucopyranosiduronic acid
2940 00 00;182410-00-0;beta-cyclodextrin sulfobutyl ethers, sodium salts
2940 00 00;270071-40-4;benzyl 2,6-dimethoxy-4-{(5R,5aR,8aR,9S)-6-oxo-9-[(2,3,4,6-tetra-O-benzyl-β-D-glucopyranosyl)oxy]-5,5a,6,8,8a,9-hexahydrofuro[3′,4′:6,7]naphtho[2,3-d][1,3]dioxol-5-yl}phenyl carbonate
2940 00 00;471863-88-4;2,3-di-O-benzyl-4,6-O-((1R)-ethylidene)-D-xylo-hexopyranose
2940 00 00;473799-30-3;(5S,5aS,9S)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5,5a,6,8,8a,9-hexahydrofuro[3′,4′:6,7]naphtho[2,3-d][1,3]dioxol-5-yl 2,3-di-O-benzyl-4,6-O-[(1R)-ethylidene]-β-D-glucopyranoside
2940 00 00;647834-15-9;2-(4-methoxybenzyl)thiophen-3-yl β-D-glucopyranoside
2941 90 00;13292-22-3;3-formylrifamycin
2941 90 00;14487-05-9;rifamycin O
2941 90 00;54122-50-8;dicyclohexylammmonium (7R)-3-(acetoxymethyl)-7-[2-({(3R)-3-[(tert-butoxycarbonyl)amino]-3-carboxypropyl}amino)-2-oxoethyl]-3,4-didehydrocepham-4-carboxylate, or cephalosporin D, dicyclohexylamine salt
2941 90 00;76610-92-9;(6R,7R)-7-({N-[(4-ethyl-2,3-dioxopiperazin-1-yl)carbonyl]-D-threonyl}amino)-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
3002 12 00;42617-41-4;blood-coagulation factor XIVa
3002 12 00;116638-33-6;SC-59735
3003 90 00;195993-11-4;hemocyanins, megathura crenulata, reaction products with 1-O-[O-2-acetamido-2-deoxy-beta-D-galactopyranosyl-(1,4)-O-(N-acetyl-alpha-neuraminosyl)-(2,3)-O-beta-D-galactopyranosyl-(1,4)-beta-D-glucopyranose
3006 30 00;155773-56-1;ferristene
3507 90 90;8055-80-9;fibrinuclease, powder
3507 90 90;9001-63-2;lysozyme
3507 90 90;2594291;urate oxidase
3507 90 90;9003-98-9;deoxyribonuclease
3824 99;0-00-0;4-(2-aminoethylthiomethyl)-1,3-thiazol-2-ylmethyl(dimethyl)amine, in the form of a solution in toluene
3824 99;0-00-0;alpha-(6-fluoro-2-methylinden-3-yl)-p-tolyl methyl sulfide, in the form of a solution in toluene
3824 99 64;0-00-0;"intermediate concentrate obtained from a genetically modified Escherichia coli fermentation medium, containing human granulocyte-macrophage colony-stimulating factor; for use in the manufacture of medicaments of HS heading 3002"
3824 99 64;0-00-0;"intermediate concentrate obtained from a genetically modified Escherichia coli fermentation medium, containing human interferon alpha-2b; for use in the manufacture of medicaments of HS heading 3002"
3824 99 64;0-00-0;intermediate concentrates obtained from a Micromonospora inyoensis fermentation medium used for the manufacture of the antibiotics sisomicin (INN) and netilmicin (INN)
3824 99 64;0-00-0;intermediate concentrates obtained from a Micromonospora purpurea fermentation medium used for the manufacture of the antibiotics gentamicin sulfate (INNM) and isepamicin (INN)
3824 99 64;0-00-0;potassium clavulanate-microcrystalline cellulose (1:1)
3824 99 64;0-00-0;potassium clavulanate-silicon dioxide (1:1)
3824 99 64;0-00-0;potassium clavulanate-sucrose (1:1)
3824 99 64;330-95-0;1,3-bis(4-nitrophenyl)urea–4,6-dimethylpyrimidin-2-ol (1:1)
3824 99 92;0-00-0;ethyl 7-chloro-2-oxoheptanoate, in the form of a solution in toluene
3824 99 92;30165-96-9;4-(4-chloro-1,2,5-thiadiazol-3-yl)morpholine, toluene solution
3824 99 92;38345-66-3;(2S,3R)-4-(dimethylamino)-3-methyl-1,2-diphenylbutan-2-ol, toluene solution
3824 99 92;84449-81-0;4-[2-(piperidin-1-yl)ethoxy]benzoyl chloride hydrochloride, 1,2-dichloroethane solution
3824 99 92;127852-28-2;(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethan-1-ol, acetonitrile solution
3824 99 92;170277-77-7;(3S)-3-[2-(mesyloxy)ethoxy]-4-(trityloxy)butyl methanesulfonate, dimethylformamide solution
3907 20 20;1350810-60-4;poly(oxy-1,2-ethanediyl), α-hydro-ω-methoxy, diester with 21N 6, 21′N 6-[[(N 2, N 6-dicarboxy-L-lysyl-β-alanyl)imino]bis(1-oxo-2,1-ethanediyl)]bis[N-acetylglycyl-L-leucyl-L-tyrosyl-L-alanyl-L-cysteinyl-L-histidyl-L-methionylglycyl-L-prolyl-L-isoleucyl-L-threonyl-3-(1-naphthalenyl)-L-alanyl-L-valyl-L-cysteinyl-L-glutaminyl-L-prolyl-L-leucyl-L-arginyl-N-methylglycyl-L-lysinamide] cyclic (6→15), (6′→15′) bis(disulfide)
3911 90;162430-94-6;1,6-hexanediamine, polymer with 1,10-dibromodecane
